agency,job level,staff,% female,min. salary,max. salary,chart size
Attorney-General's Department,APS5,249.0,0.7630522088353414,77762.0,82456.0,8.902761462589227
Attorney-General's Department,APS6,474.0,0.7341772151898734,88433.0,98646.0,12.283276682185287
Attorney-General's Department,EL1,623.0,0.6982343499197432,107150.0,130375.0,14.082153922340915
Attorney-General's Department,EL2,344.0,0.7063953488372093,130375.0,148494.0,10.464157913908982
Aboriginal Hostels Limited,APS1,1.0,1.0,48863.0,48863.0,0.5641895835477563
Aboriginal Hostels Limited,APS2,314.0,0.6369426751592356,52893.0,54690.0,9.997464891746821
Aboriginal Hostels Limited,APS3,73.0,0.5616438356164384,59814.0,60627.0,4.820437914901168
Aboriginal Hostels Limited,APS4,24.0,0.625,67366.0,67974.0,2.763953195770684
Aboriginal Hostels Limited,APS5,18.0,0.7222222222222222,75040.0,79671.0,2.393653682408596
Aboriginal Hostels Limited,APS6,22.0,0.6363636363636364,82715.0,86978.0,2.6462837142006137
Aboriginal Hostels Limited,EL1,11.0,0.45454545454545453,104763.0,108169.0,1.8712051592547776
Aboriginal Hostels Limited,EL2,9.0,0.5555555555555556,124498.0,127769.0,1.692568750643269
Australian Human Rights Commission,APS4,22.0,0.7727272727272727,69513.0,76955.0,2.6462837142006137
Australian Human Rights Commission,APS5,17.0,0.8823529411764706,77533.0,85383.0,2.326213245840639
Australian Human Rights Commission,APS6,35.0,0.8,85826.0,98079.0,3.3377905890622728
Australian Human Rights Commission,EL1,35.0,0.7142857142857143,107355.0,120035.0,3.3377905890622728
Australian Human Rights Commission,EL2,18.0,0.8888888888888888,129072.0,151691.0,2.393653682408596
Australian Institute of Aboriginal & Torres Strait Islander Studies,APS2,1.0,1.0,50183.0,55941.0,0.5641895835477563
Australian Institute of Aboriginal & Torres Strait Islander Studies,APS3,3.0,0.6666666666666666,57113.0,62016.0,0.9772050238058398
Australian Institute of Aboriginal & Torres Strait Islander Studies,APS4,29.0,0.4482758620689655,63703.0,69535.0,3.0382538898732494
Australian Institute of Aboriginal & Torres Strait Islander Studies,APS5,19.0,0.6842105263157895,70960.0,75739.0,2.4592453796829674
Australian Institute of Aboriginal & Torres Strait Islander Studies,APS6,31.0,0.6451612903225806,77912.0,88620.0,3.141274657157109
Australian Institute of Aboriginal & Torres Strait Islander Studies,EL1,33.0,0.5757575757575758,97230.0,106655.0,3.2410224072142872
Australian Institute of Aboriginal & Torres Strait Islander Studies,EL2,15.0,0.4666666666666667,115545.0,129115.0,2.1850968611841584
Australian Institute of Family Studies,APS3,3.0,1.0,61121.0,67177.0,0.9772050238058398
Australian Institute of Family Studies,APS4,6.0,1.0,68121.0,73964.0,1.381976597885342
Australian Institute of Family Studies,APS5,11.0,0.8181818181818182,76481.0,82459.0,1.8712051592547776
Australian Institute of Family Studies,APS6,30.0,0.8,84555.0,94264.0,3.0901936161855166
Australian Institute of Family Studies,EL1,25.0,0.68,105201.0,116176.0,2.8209479177387813
Australian Institute of Family Studies,EL2,17.0,0.7058823529411765,123324.0,144578.0,2.326213245840639
Australian Institute of Health & Welfare,APS2,1.0,1.0,56778.0,62194.0,0.5641895835477563
Australian Institute of Health & Welfare,APS3,18.0,0.8333333333333334,64575.0,70654.0,2.393653682408596
Australian Institute of Health & Welfare,APS4,38.0,0.6842105263157895,72379.0,78392.0,3.477898169151024
Australian Institute of Health & Welfare,APS5,67.0,0.6716417910447762,80693.0,86430.0,4.61809077155419
Australian Institute of Health & Welfare,APS6,145.0,0.6482758620689655,90505.0,100051.0,6.793742230659745
Australian Institute of Health & Welfare,EL1,180.0,0.6944444444444444,110698.0,123486.0,7.569397566060481
Australian Institute of Health & Welfare,EL2,57.0,0.7368421052631579,135473.0,152248.0,4.259537945889915
Australian Law Reform Commission,APS3,4.0,1.0,65838.0,71942.0,1.1283791670955126
Australian Law Reform Commission,APS5,1.0,1.0,83402.0,88479.0,0.5641895835477563
Australian Law Reform Commission,APS6,2.0,1.0,91134.0,105648.0,0.7978845608028654
Australian Law Reform Commission,EL1,2.0,0.0,110931.0,128602.0,0.7978845608028654
Australian Law Reform Commission,EL2,3.0,0.3333333333333333,149082.0,158160.0,0.9772050238058398
Australian National Audit Office,APS2,6.0,0.16666666666666666,60559.0,65926.0,1.381976597885342
Australian National Audit Office,APS3,37.0,0.6486486486486487,65927.0,71298.0,3.431831258788849
Australian National Audit Office,APS4,36.0,0.3888888888888889,71669.0,78768.0,3.385137501286538
Australian National Audit Office,APS5,60.0,0.55,82318.0,89701.0,4.370193722368317
Australian National Audit Office,APS6,76.0,0.6052631578947368,91199.0,104820.0,4.918490759365935
Australian National Audit Office,EL1,66.0,0.5606060606060606,111928.0,126131.0,4.583497844237541
Australian National Audit Office,EL2,77.0,0.5324675324675324,128531.0,160410.0,4.950743503369154
Australian National Maritime Museum,APS2,1.0,0.0,51835.0,57698.0,0.5641895835477563
Australian National Maritime Museum,APS3,5.0,0.6,58103.0,63968.0,1.2615662610100802
Australian National Maritime Museum,APS4,19.0,0.5263157894736842,64756.0,71715.0,2.4592453796829674
Australian National Maritime Museum,APS5,16.0,0.75,72228.0,77967.0,2.256758334191025
Australian National Maritime Museum,APS6,27.0,0.5185185185185185,78009.0,91404.0,2.9316150714175193
Australian National Maritime Museum,EL1,26.0,0.38461538461538464,100005.0,110150.0,2.876813695875796
Australian National Maritime Museum,EL2,12.0,0.4166666666666667,115344.0,130768.0,1.9544100476116797
Australian Public Service Commission,APS1,3.0,0.3333333333333333,48729.0,50409.0,0.9772050238058398
Australian Public Service Commission,APS2,3.0,0.6666666666666666,55673.0,62100.0,0.9772050238058398
Australian Public Service Commission,APS3,11.0,0.7272727272727273,64859.0,66878.0,1.8712051592547776
Australian Public Service Commission,APS4,19.0,0.6842105263157895,71429.0,76885.0,2.4592453796829674
Australian Public Service Commission,APS5,33.0,0.8484848484848485,80148.0,87650.0,3.2410224072142872
Australian Public Service Commission,APS6,85.0,0.7647058823529411,91250.0,99064.0,5.201570947860099
Australian Public Service Commission,EL1,152.0,0.7171052631578947,111086.0,127318.0,6.955796338302048
Australian Public Service Commission,EL2,57.0,0.5614035087719298,139290.0,156591.0,4.259537945889915
Australian Pesticides & Veterinary Medicines Authority,APS3,1.0,0.0,64431.0,72596.0,0.5641895835477563
Australian Pesticides & Veterinary Medicines Authority,APS4,20.0,0.75,73109.0,80544.0,2.5231325220201604
Australian Pesticides & Veterinary Medicines Authority,APS5,38.0,0.631578947368421,83021.0,91208.0,3.477898169151024
Australian Pesticides & Veterinary Medicines Authority,APS6,59.0,0.5932203389830508,94381.0,105360.0,4.3336224206596095
Australian Pesticides & Veterinary Medicines Authority,EL1,53.0,0.4339622641509434,114204.0,128605.0,4.1073621666150775
Australian Pesticides & Veterinary Medicines Authority,EL2,24.0,0.4166666666666667,134031.0,153762.0,2.763953195770684
Australian Research Council,APS2,1.0,1.0,55674.0,60481.0,0.5641895835477563
Australian Research Council,APS3,4.0,1.0,62177.0,65706.0,1.1283791670955126
Australian Research Council,APS4,14.0,0.7857142857142857,69900.0,73868.0,2.111004122822376
Australian Research Council,APS5,26.0,0.7307692307692307,75938.0,80251.0,2.876813695875796
Australian Research Council,APS6,46.0,0.717391304347826,84076.0,93895.0,3.826519928662906
Australian Research Council,EL1,55.0,0.6727272727272727,107385.0,115640.0,4.1841419359420025
Australian Research Council,EL2,24.0,0.5,128849.0,145238.0,2.763953195770684
Australian Radiation Protection & Nuclear Safety Agency,APS2,3.0,1.0,58456.0,64172.0,0.9772050238058398
Australian Radiation Protection & Nuclear Safety Agency,APS3,12.0,0.75,66560.0,74475.0,1.9544100476116797
Australian Radiation Protection & Nuclear Safety Agency,APS4,5.0,1.0,76711.0,80160.0,1.2615662610100802
Australian Radiation Protection & Nuclear Safety Agency,APS5,17.0,0.5882352941176471,82564.0,86687.0,2.326213245840639
Australian Radiation Protection & Nuclear Safety Agency,APS6,45.0,0.4,89288.0,102130.0,3.7846987830302403
Australian Radiation Protection & Nuclear Safety Agency,EL1,45.0,0.37777777777777777,110305.0,126917.0,3.7846987830302403
Australian Radiation Protection & Nuclear Safety Agency,EL2,17.0,0.35294117647058826,134786.0,153061.0,2.326213245840639
Asbestos Safety & Eradication Agency,APS3,1.0,1.0,66161.0,68912.0,0.5641895835477563
Asbestos Safety & Eradication Agency,APS5,1.0,1.0,79462.0,84952.0,0.5641895835477563
Asbestos Safety & Eradication Agency,APS6,5.0,0.8,89332.0,98235.0,1.2615662610100802
Asbestos Safety & Eradication Agency,EL1,7.0,1.0,109849.0,121406.0,1.4927053303604616
Asbestos Safety & Eradication Agency,EL2,4.0,0.5,129265.0,155166.0,1.1283791670955126
Australian Skills Quality Authority,APS4,18.0,0.6111111111111112,71747.0,75886.0,2.393653682408596
Australian Skills Quality Authority,APS5,31.0,0.6774193548387096,78707.0,83760.0,3.141274657157109
Australian Skills Quality Authority,APS6,67.0,0.7313432835820896,89459.0,96855.0,4.61809077155419
Australian Skills Quality Authority,EL1,49.0,0.7755102040816326,109098.0,119701.0,3.949327084834294
Australian Skills Quality Authority,EL2,22.0,0.5,132945.0,152988.0,2.6462837142006137
Australian Taxation Office,APS1,275.0,0.7236363636363636,50977.0,56299.0,9.356025796273888
Australian Taxation Office,APS2,1636.0,0.6234718826405868,57645.0,63887.0,22.820056393372074
Australian Taxation Office,APS3,2617.0,0.6071837982422621,65609.0,70784.0,28.86203340277639
Australian Taxation Office,APS4,2994.0,0.6128924515698063,73086.0,79323.0,30.871018759254923
Australian Taxation Office,APS5,1801.0,0.5735702387562466,81478.0,86376.0,23.943184938871582
Australian Taxation Office,APS6,4383.0,0.5642254163814738,87972.0,101008.0,37.35173665498774
Australian Taxation Office,EL1,3999.0,0.5223805951487872,112682.0,122848.0,35.6780217339608
Australian Taxation Office,EL2,1758.0,0.48179749715585896,135609.0,153703.0,23.655628926560038
Australian Transport Safety Bureau,APS5,13.0,0.5384615384615384,77771.0,83975.0,2.0342144725641096
Australian Transport Safety Bureau,APS6,15.0,0.6,85956.0,98104.0,2.1850968611841584
Australian Transport Safety Bureau,EL1,32.0,0.34375,108061.0,119283.0,3.1915382432114616
Australian Transport Safety Bureau,EL2,48.0,0.1875,128415.0,146568.0,3.9088200952233594
Australian Transaction Reports & Analysis Centre,APS4,22.0,0.7727272727272727,72495.0,80333.0,2.6462837142006137
Australian Transaction Reports & Analysis Centre,APS5,77.0,0.5454545454545454,81312.0,89149.0,4.950743503369154
Australian Transaction Reports & Analysis Centre,APS6,220.0,0.6181818181818182,91107.0,103791.0,8.368283871884005
Australian Transaction Reports & Analysis Centre,EL1,127.0,0.5984251968503937,111340.0,126751.0,6.358093703724522
Australian Transaction Reports & Analysis Centre,EL2,47.0,0.40425531914893614,129776.0,153330.0,3.8678889139475245
Australian Trade & Investment Commission,APS3,15.0,0.5333333333333333,61068.0,68696.0,2.1850968611841584
Australian Trade & Investment Commission,APS4,63.0,0.7619047619047619,71441.0,77633.0,4.478115991081385
Australian Trade & Investment Commission,APS5,44.0,0.7272727272727273,80737.0,87472.0,3.742410318509555
Australian Trade & Investment Commission,APS6,193.0,0.6321243523316062,91125.0,98935.0,7.837972188868215
Australian Trade & Investment Commission,EL1,316.0,0.5917721518987342,105366.0,118522.0,10.02925341359355
Australian Trade & Investment Commission,EL2,186.0,0.478494623655914,123261.0,166837.0,7.694520051971082
Australian War Memorial,APS3,65.0,0.6307692307692307,59569.0,64641.0,4.54864184146723
Australian War Memorial,APS4,43.0,0.6744186046511628,66656.0,72474.0,3.6996385101659595
Australian War Memorial,APS5,65.0,0.6307692307692307,73710.0,78945.0,4.54864184146723
Australian War Memorial,APS6,72.0,0.5416666666666666,82557.0,92371.0,4.787307364817192
Australian War Memorial,EL1,50.0,0.52,105098.0,113578.0,3.989422804014327
Australian War Memorial,EL2,22.0,0.5454545454545454,137055.0,152890.0,2.6462837142006137
Bureau of Meteorology,APS1,4.0,0.5,48022.0,53438.0,1.1283791670955126
Bureau of Meteorology,APS2,1.0,1.0,55448.0,60769.0,0.5641895835477563
Bureau of Meteorology,APS3,65.0,0.23076923076923078,61449.0,67299.0,4.54864184146723
Bureau of Meteorology,APS4,60.0,0.6666666666666666,68878.0,75532.0,4.370193722368317
Bureau of Meteorology,APS5,155.0,0.33548387096774196,76783.0,83683.0,7.024103669400641
Bureau of Meteorology,APS6,495.0,0.3717171717171717,84670.0,96267.0,12.552425807826008
Bureau of Meteorology,EL1,599.0,0.34891485809682804,103085.0,116115.0,13.808244704671576
Bureau of Meteorology,EL2,306.0,0.39869281045751637,125428.0,140871.0,9.869286963719311
Cancer Australia,APS4,1.0,1.0,74277.0,78482.0,0.5641895835477563
Cancer Australia,APS5,11.0,0.9090909090909091,80788.0,85270.0,1.8712051592547776
Cancer Australia,APS6,37.0,0.8108108108108109,89124.0,100547.0,3.431831258788849
Cancer Australia,EL1,15.0,0.8,109521.0,124912.0,2.1850968611841584
Cancer Australia,EL2,10.0,0.8,130671.0,154705.0,1.7841241161527712
Climate Change Authority,APS1,2.0,1.0,48862.0,52280.0,0.7978845608028654
Climate Change Authority,APS5,1.0,0.0,73125.0,78349.0,0.5641895835477563
Climate Change Authority,APS6,9.0,0.5555555555555556,79885.0,94633.0,1.692568750643269
Climate Change Authority,EL1,6.0,0.6666666666666666,98320.0,125259.0,1.381976597885342
Climate Change Authority,EL2,10.0,0.6,117369.0,157853.0,1.7841241161527712
Clean Energy Regulator,APS3,11.0,0.2727272727272727,66367.0,71843.0,1.8712051592547776
Clean Energy Regulator,APS4,46.0,0.5434782608695652,74580.0,78684.0,3.826519928662906
Clean Energy Regulator,APS5,81.0,0.6172839506172839,81422.0,85528.0,5.077706251929807
Clean Energy Regulator,APS6,102.0,0.5294117647058824,88950.0,101264.0,5.698035485213008
Clean Energy Regulator,EL1,87.0,0.4482758620689655,109474.0,124527.0,5.262410103554244
Clean Energy Regulator,EL2,35.0,0.4857142857142857,130686.0,153947.0,3.3377905890622728
Comcare,APS1,1.0,0.0,50060.0,54757.0,0.5641895835477563
Comcare,APS2,11.0,0.5454545454545454,56252.0,62289.0,1.8712051592547776
Comcare,APS3,34.0,0.5882352941176471,64202.0,69692.0,3.2897623212397704
Comcare,APS4,74.0,0.6756756756756757,71546.0,78248.0,4.853342309955121
Comcare,APS5,128.0,0.75,80681.0,86553.0,6.383076486422923
Comcare,APS6,215.0,0.6186046511627907,89922.0,99780.0,8.272643200907131
Comcare,EL1,152.0,0.5131578947368421,111215.0,132517.0,6.955796338302048
Comcare,EL2,48.0,0.5625,139138.0,157886.0,3.9088200952233594
"Department of Agriculture, Fisheries & Forestry",APS1,8.0,0.5,48952.0,51888.0,1.5957691216057308
"Department of Agriculture, Fisheries & Forestry",APS2,6.0,0.5,56208.0,63417.0,1.381976597885342
"Department of Agriculture, Fisheries & Forestry",APS3,125.0,0.472,63867.0,71444.0,6.3078313050504
"Department of Agriculture, Fisheries & Forestry",APS4,1855.0,0.48733153638814014,72002.0,78386.0,24.2994822757797
"Department of Agriculture, Fisheries & Forestry",APS5,703.0,0.604551920341394,78548.0,86168.0,14.959005648344574
"Department of Agriculture, Fisheries & Forestry",APS6,1193.0,0.5834031852472757,88408.0,100378.0,19.48701347608869
"Department of Agriculture, Fisheries & Forestry",EL1,992.0,0.5786290322580645,115663.0,124403.0,17.769732893161912
"Department of Agriculture, Fisheries & Forestry",EL2,464.0,0.5086206896551724,136118.0,158149.0,12.153015559492998
"Department of Climate Change, Energy, the Environment & Water",APS1,12.0,0.5,48952.0,51888.0,1.9544100476116797
"Department of Climate Change, Energy, the Environment & Water",APS2,133.0,0.42105263157894735,56208.0,63417.0,6.506551687525748
"Department of Climate Change, Energy, the Environment & Water",APS3,139.0,0.5539568345323741,63867.0,71444.0,6.651697090182843
"Department of Climate Change, Energy, the Environment & Water",APS4,386.0,0.49740932642487046,72002.0,78386.0,11.084566571000565
"Department of Climate Change, Energy, the Environment & Water",APS5,453.0,0.6335540838852097,78548.0,86168.0,12.008096370418468
"Department of Climate Change, Energy, the Environment & Water",APS6,961.0,0.5775234131113424,88408.0,100378.0,17.489877089980446
"Department of Climate Change, Energy, the Environment & Water",EL1,1045.0,0.583732057416268,115663.0,124403.0,18.238251864201825
"Department of Climate Change, Energy, the Environment & Water",EL2,473.0,0.5348837209302325,136118.0,158149.0,12.27031279816994
Department of Defence,APS1,58.0,0.3793103448275862,48764.0,54740.0,4.296739856991561
Department of Defence,APS2,347.0,0.48703170028818443,55187.0,62042.0,10.509687459947386
Department of Defence,APS3,1126.0,0.5772646536412078,62863.0,69265.0,18.931902488734416
Department of Defence,APS4,1590.0,0.6289308176100629,71207.0,77739.0,22.496949104983706
Department of Defence,APS5,2733.0,0.5239663373582144,78143.0,83700.0,29.494760872743147
Department of Defence,APS6,5196.0,0.46247113163972287,85607.0,97790.0,40.66863863729614
Department of Defence,EL1,4032.0,0.4382440476190476,108195.0,122044.0,35.82492792865108
Department of Defence,EL2,1954.0,0.34851586489252817,125622.0,150785.0,24.93947709161375
Department of Education,APS2,25.0,0.56,60736.0,64722.0,2.8209479177387813
Department of Education,APS3,24.0,0.25,67828.0,70648.0,2.763953195770684
Department of Education,APS4,149.0,0.6711409395973155,73783.0,78907.0,6.886811529393324
Department of Education,APS5,176.0,0.7045454545454546,81464.0,87093.0,7.48482063701911
Department of Education,APS6,303.0,0.7029702970297029,91584.0,100710.0,9.82078894558317
Department of Education,EL1,400.0,0.675,112617.0,124466.0,11.283791670955125
Department of Education,EL2,168.0,0.6309523809523809,132522.0,159076.0,7.312732791431452
Department of Employment & Workplace Relations,APS1,4.0,0.5,51711.0,56541.0,1.1283791670955126
Department of Employment & Workplace Relations,APS2,33.0,0.5454545454545454,60736.0,64722.0,3.2410224072142872
Department of Employment & Workplace Relations,APS3,69.0,0.5217391304347826,67828.0,70648.0,4.686510657907603
Department of Employment & Workplace Relations,APS4,256.0,0.6328125,73783.0,78907.0,9.0270333367641
Department of Employment & Workplace Relations,APS5,406.0,0.6551724137931034,81464.0,87093.0,11.368105109938904
Department of Employment & Workplace Relations,APS6,790.0,0.610126582278481,91584.0,100710.0,15.85764200898717
Department of Employment & Workplace Relations,EL1,1058.0,0.5803402646502835,112617.0,124466.0,18.351344898465904
